"#","FORM #","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","FIRST NAME","LAST NAME","EMAIL","APPROVED","VERIFIED"
"739","0","Rivers Rerun: Army Hands Over Arrested PDP Chieftains To Police","2017-02-28 10:26:00","Rivers, Nigeria","The Nigerian Army has handed over the four chieftains of the Peoples Democratic Party (PDP), who were arrested during the supplementary elections in Etche and Omuma local government areas of Rivers State, to the Rivers State Police Command.","Early Warning signal,Uncategorized Reports","4.841603","6.860409","","","","YES","NO"
"738","0","Court Sentences Killer Of Bayelsa Electoral Scribe To Death","2017-02-28 10:26:00","Bayelsa, Nigeria","A Bayelsa High Court sitting in Yenagoa yesterday sentenced one of the killers of the Executive Secretary of the Bayelsa State Independent Electoral Commission (BSIEC), Chief Simeon Akpane to death.","Uncategorized Reports","4.762979","6.028898","","","","YES","NO"
"737","0","Over 25 INEC Officials in Hospital after Rivers Rerun Attack","2017-02-28 10:14:00","Rivers, Nigeria","The Independent National Electoral Commission (INEC)said more than 25 of its staff members were receiving medical attention as a result of attacks suffered during Saturday’s supplementary election on 25th February 2017 in Etche Local Government Area of Rivers State.","Early Warning signal","4.841603","6.860409","","","","YES","YES"
"736","1","APC condemns Ondo killings","2017-02-27 09:46:00","Ondo, Nigeria","The All Progressives Congress, APC, in Ondo State on Monday condemned the reported killing of five persons in Ondo West Local Government Area of the state, during a leadership tussle among rival cult groups.
Five persons were reportedly killed on Friday at various locations in the area by suspected cult members.","Early Warning signal","7.020969","5.056748","","","","YES","YES"
"735","0","Cult Boys caught and Punished openly in Agbere, Baylesa State.","2017-02-23 12:31:00","Bayelsa, Nigeria","Cult boys have been terrorising Agbere community of recent with their cult activities, yesterday  Thursday 23rd February 2017, they had problems amongst their selves and in the process, they started chasing each other in the night. So a naval officer took it upon himself by arresting them and drill openly around the community.","Early Warning signal,Uncategorized Reports","4.762979","6.028898","","","","YES","NO"
"734","0","Four die in Rivers gas explosion","2017-02-25 11:27:00","Rivers, Nigeria","News  |  Nigeria  
Four die in Rivers gas explosion
By Ann Godwin, Port Harcourt	  |   25 February 2017   |   4:25 am	


About four persons have been confirmed dead in the explosion that occurred at a gas pipeline belonging to the Nigerian Agip Oil Company in Evekwu community in Emohua Council of Rivers State.

While counting their losses yesterday, residents of the communities, blamed the incident on neglect by the oil firm. They lamented that the company had failed to carry out maintenance of its equipment as stipulated by law, alleging that the explosion may have resulted due to bad leakages.","Early Warning signal","4.841603","6.860409","","","","YES","NO"
"733","0","Oil theft: JTF destroys 3 illegal refineries in Niger Delta","2017-02-26 11:27:00","Rivers, Nigeria","The Joint Military Task Force (JTF) said on Saturday in Yenagoa that it had destroyed three illegal oil distillation sites in Delta and Rivers.","Early Warning signal,Uncategorized Reports","4.841603","6.860409","","","","YES","NO"
"732","0","Ndoma-Egba urges Niger Delta to embrace dialogue","2017-02-26 11:22:00","Rivers, Nigeria","The Chairman of the NDDC Governing Board, Senator Victor Ndoma-Egba.

The Chairman, Governing Board of Niger Delta Development Commission (NDDC), Sen. Victor Ndoma-Egba, has urged the people of the Niger Delta region to embrace the Federal Government’s option of dialogue and consultation.","Uncategorized Reports","4.841603","6.860409","","","","YES","NO"
"731","0","Four killed as rival cult groups clash in Ondo","2017-02-26 10:20:00","Ondo, Nigeria","FOUR  persons were killed during a  clash by two rival cult groups in Ondo town at the weekend. Two of the cultists were, however, apprehended by the police.  Sunday Vanguard gathered that the cult groups may have belonged to a political party.","Early Warning signal","7.020969","5.056748","","","","YES","NO"
"730","0","Thugs cut off INEC staff's hand, kidnap another in Rivers rerun election","2017-02-26 11:19:00","Rivers, Nigeria","- Some thugs in Etche local government of Rivers state have reportedly chopped off the hand of an Independent National Electoral Commission's staff

- Another staff was also abducted in the process

- The Staff, is are part of the team deployed to the state for the Rivers rerun election was kidnapped in Etche local government area of state on Saturday, February 25","Early Warning signal","4.841603","6.860409","","","","YES","NO"
"729","0","Soldiers Arrest PDP Spokesman, 62 Others","2017-02-27 11:05:00","Rivers, Nigeria","A combined team of security operatives, led by soldiers, have arrested the Publicity Secretary of the Peoples Democratic Party (PDP) in Rivers State, Hon. Samuel Nwanosike, and 62 other supporters of the party at Ulakwo II community in Etche Local Government Area of Rivers State, for allegedly wandering during the conclusion of the legislative rerun election in the local government area.

Also arrested along with Nwanosike is the former caretaker committee chairmen of Akuku-Toru and Asari-Toru Local Government areas of the state, Hon. Rowland Sekibo and Hon Odiari Princewill, as well as other youths suspected to be political thugs.","Early Warning signal","4.841603","6.860409","","","","YES","NO"
"728","0","Edo speaker Okonoboh escapes assassins attack","2017-02-26 11:06:00","Edo, Nigeria","The Speaker of the Edo House of Assembly, Mr Justin Okonoboh, on Friday evening escaped an attack at Igueben Local Government Area of the state. Okonoboh (APC Igueben constituency) made this known when he briefed newsmen in Benin on Saturday 25th February 2017.","Early Warning signal","6.607658","5.972271","","","","YES","NO"
"727","0","Kidnapped, killed Uniport lecturer’s phone leads to suspects’ arrest","2017-02-24 11:05:00","Rivers, Nigeria","Two members of a notorious kidnapping gang terrorising Rivers State, Patrick Koyi and Chituru Ferdinand, have been arrested by operatives of the Inspector General of Police Special Intelligence Response Team, IRT, for kidnapping and killing a lecturer of the University of Port Harcourt, Emmanuel Chinasa Obi, in September 2016. Vanguard also gathered that a 24-year-old member of a dreaded cult group operating in Rivers State, Sunday Ogbonda, was also arrested by IRT operatives deployed to the state by the Inspector General, Ibrahim Idris, to track down high profile criminals.","Uncategorized Reports","4.841603","6.860409","","","","YES","NO"
"726","0","ICPC alleges diversion of funds for East-West Road into private pockets","2017-02-27 10:59:00","Bayelsa, Nigeria","Nigeria’s Independent Corrupt Practices Commission (ICPC) has revealed that funds released by the last administration to relevant ministries to complete the East-West Road were diverted into private pockets.

The Chairman of ICPC, Mr. Ekpo Nta, who spoke in Yenagoa, Bayelsa State when he led a delegation of ICPC to inaugurate the Bayelsa State Anti-Corruption Summit, Transparency and Accountability and paid a courtesy call to the state Governor, Mr. Seriake Dickson, said the commission was shocked to discover that persons saddled with the responsibility of completing the road linking all the states in the Niger Delta region shortchanged their people.","Early Warning signal","4.762979","6.028898","","","","YES","NO"
"725","0","RADIO MANAGER FLOGS 4 STAFF IN BAYELSA","2017-02-24 10:58:00","Bayelsa, Nigeria","The General Manager of Radio Bayelsa, also known as Glory FM, Mr John Idumange, on Thursday caned four members of staff on duty.

The station is currently facing an industrial dispute between workers and management of the station.

he Radio Bayelsa Chapel of Nigeria Union of Journalists, NUJ, and Radio Television and Theatre Arts Workers Unions (RATTAWU), consequently shut the radio station. Some reports had said the staffers were whipped by suspected thugs.","Early Warning signal","4.762979","6.028898","","","","YES","NO"
"724","0","Protest looms in Imo school of nursing over illegal fees","2017-02-23 11:57:00","Imo, Nigeria","THERE is tension at the School of Nursing, Umulogho in Obowo Local Government Area of Imo State, over alleged use of “force” by the school management to compel students to retake hospital finals examination. Vanguard learned yesterday that some of the aggrieved students were preparing for a showdown with the management to make public their travails.","Early Warning signal","5.585946","7.066965","","","","YES","NO"
"723","0","Three Killed In Owerri Bank Robbery","2017-02-23 10:57:00","Imo, Nigeria","No fewer than three people have been killed and several others wounded including a police officer, after unknown gunmen suspected to be armed robbers attacked a Zenith bank branch in Owerri, the Imo state capital.","Uncategorized Reports","5.585946","7.066965","","","","YES","NO"
"722","0","Okoko blasts Bayelsa govt over grazing reserve for herdsmen","2017-02-23 10:38:00","Rivers, Nigeria","FORMER President, Ijaw National Congress, INC, Professor Kimse Okoko, has flayed Bayelsa State Government for allocating 1,200 hectares of land as grazing reserve for Fulani herdsmen in the state.

Professor Okoko who spoke to newsmen, yesterday 22nd February 2017, in Port Harcourt, Rivers State, expressed concern, saying the move by the government could expose the state to incessant clashes between residents and Fulani herdsmen.","Early Warning signal","4.841603","6.860409","","","","YES","NO"
